timeStamop, method, fileName, #c, #parking, #mm, #sev, time, objValue, gap
03-02-2026-04-27,c,"ce4-2,3,100",100,4,2,24,10859.979112148285,1629.6003943706191,0.03145266357500393
03-02-2026-04-27,c,"ce2-3,5,100",100,7,4,19,10860.361415147781,1225.9003331385131,0.018409286807411652
03-02-2026-04-27,c,"ce3-3,5,100",100,7,4,18,10860.574074983597,1162.6395156494013,0.033090067889906705
03-02-2026-04-27,c,"ce2-6,4,100",100,9,5,17,10860.66262292862,1341.9425164569639,0.05625023111088821
03-02-2026-04-27,c,"ce3-6,4,100",100,9,5,19,10861.31363606453,1433.7097665282922,0.04033286145746912
03-02-2026-04-27,c,"ce1-6,4,100",100,9,5,18,10869.558829069138,1311.2865572998876,0.02591230638713584
03-02-2026-04-35,bp,"cg1-3,5,50",50,7,4,9,11493.957420110703,724.6317248082734,/
03-02-2026-04-46,bp,"cf1-3,5,50",50,7,4,9,12179.718178987503,731.3016273422476,/
03-02-2026-04-54,bp,"ce3-2,3,50",50,4,2,12,12543.104380130768,927.1674916836239,/
03-02-2026-04-57,bp,"cg3-6,4,50",50,9,5,10,12793.36082983017,803.4221221327138,/
03-02-2026-04-57,bp,"ci3-2,3,100",100,4,2,22,12774.062621116638,1370.4097111858102,/
03-02-2026-05-20,bp,"cf5-3,5,50",50,7,4,9,14220.769862890244,742.2162789612182,/
03-02-2026-15-20,bp,"ci1-6,4,15",9,5,3,6.029320001602173,466.1271320515768,/
03-02-2026-15-23,bp,"ce1-3,5,15",7,4,3,4.249583005905151,417.3541695284085,/
03-02-2026-15-24,c,"ce1-3,5,15",15,7,4,3,1.3193531036376953,404.26001495054044,/
03-02-2026-15-24,bp,"ce1-3,5,15",7,4,3,2.9422550201416016,417.3541695284085,/
03-02-2026-15-24,c,"ce1-3,5,15",15,7,4,3,1.327744960784912,404.26001495054044,/
03-02-2026-15-24,bp,"ce1-3,5,15",7,4,3,2.970026969909668,417.3541695284085,/
03-02-2026-15-27,c,"ce1-3,5,15",15,7,4,3,1.3033521175384521,404.26001495054044,/
03-02-2026-15-33,c,"ce1-2,3,20",20,4,2,5,1.1696579456329346,460.40102121365607,/
03-02-2026-15-35,c,"ce1-2,3,30",30,4,2,7,6.250219821929932,614.854262759492,/
03-02-2026-15-43,c,"ce1-2,3,15",15,4,2,4,0.35666704177856445,444.2782135577058,/
03-02-2026-15-43,c,"ce1-2,3,20",20,4,2,5,1.2295160293579102,460.40102121365607,/
03-02-2026-15-45,c,"ce1-2,3,20",20,4,2,5,1.2545559406280518,460.40102121365607,/
03-02-2026-15-45,c,"ce1-2,3,20",20,4,2,5,1.1874659061431885,460.40102121365607,/
03-02-2026-15-47,c,"ce1-2,3,20",20,4,2,5,1.1878440380096436,460.40102121365607,/
03-02-2026-15-48,c,"ce1-3,5,15",15,7,4,3,1.3380839824676514,404.26001495054044,/
03-02-2026-15-52,c,"ce1-3,5,15",15,7,4,3,1.3324599266052246,404.26001495054044,/
03-02-2026-15-53,c,"ce1-3,5,15",15,7,4,3,1.3742971420288086,404.26001495054044,/
03-02-2026-15-55,c,"ce1-3,5,15",15,7,4,3,1.315412998199463,404.26001495054044,/
03-02-2026-15-56,c,"ce1-3,5,15",15,7,4,3,1.3226919174194336,404.26001495054044,/
03-02-2026-15-57,c,"ce1-3,5,15",15,7,4,3,1.3228490352630615,404.26001495054044,/
03-02-2026-15-58,c,"ce1-3,5,15",15,7,4,3,1.3320260047912598,404.26001495054044,/
03-02-2026-15-59,c,"ce1-3,5,15",15,7,4,3,1.3530969619750977,404.26001495054044,/
03-02-2026-16-00,c,"ce1-3,5,15",15,7,4,3,1.398042917251587,404.26001495054044,/
03-02-2026-16-02,c,"ce1-6,4,15",15,9,5,3,6.813849925994873,423.66545885005075,/
03-02-2026-16-06,c,"ce1-2,3,20",20,4,2,5,1.1817970275878906,460.40102121365607,/
03-02-2026-16-10,c,"ce1-2,3,30",30,4,2,7,6.387259006500244,614.854262759492,/
03-02-2026-16-22,c,"ce1-2,3,30",30,4,2,7,6.32633900642395,614.854262759492,/
03-02-2026-16-31,c,"ce1-2,3,30",30,4,2,7,6.327085971832275,614.854262759492,/
05-02-2026-10-44,c,"ce1-2,3,30",30,4,2,7,6.693563938140869,614.854262759492,/
05-02-2026-14-30,c,"ce1-2,3,20",20,4,2,5,1.2096011638641357,460.40102121365607,/
05-02-2026-14-33,c,"ce4-2,3,20",20,4,2,4,1.0262858867645264,503.85466725470866,/
05-02-2026-14-37,c,"ce4-2,3,20",20,4,2,4,1.031775951385498,503.85466725470866,/
05-02-2026-14-39,c,"ce4-2,3,20",20,4,2,4,1.018341064453125,503.85466725470866,/
05-02-2026-14-39,c,"ce4-2,3,20",20,4,2,4,1.034162998199463,503.85466725470866,/
05-02-2026-14-40,c,"ce4-2,3,20",20,4,2,4,1.0446500778198242,503.85466725470866,/
05-02-2026-14-46,c,"ce4-2,3,30",30,4,2,7,2.7140281200408936,580.5961108558962,/
