id,parent,Depth,cgLowerBound,FS,rdtCG,rdtFS,Child,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,258,732.896,9.265,0.131,-0.402,261,262,4-22-4 = 1.0,5-38-5 = 0.452,8-39-8 = 0.289,5-42-5 = 1.0,7-31-52-29-19-7 = 0.139,7-31-52-29-19-8 = 0.386,7-31-52-37-7 = 0.139,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.801,8-53-27-8 = 1.0,8-40-28-15-4 = 0.241,7-52-29-37-7 = 0.337,7-31-21-26-36-7 = 0.199,8-33-23-39-8 = 0.53,8-33-39-8 = 0.181,8-33-40-11-8 = 0.289,8-12-47-11-8 = 0.711,7-31-29-19-37-7 = 0.139,5-35-56-14-5 = 0.452,5-18-54-34-13-5 = 0.952,5-32-55-14-5 = 0.452,5-35-38-5 = 0.548,5-56-55-32-5 = 0.548,5-18-54-13-14-5 = 0.048,5-25-9-10-58-4 = 0.253,5-25-9-58-46-4 = 0.349,5-25-9-58-15-4 = 0.012,5-34-58-10-46-4 = 0.036,5-34-58-51-28-4 = 0.012,8-49-10-46-47-4 = 0.289,8-49-10-51-44-4 = 0.325,4-28-15-4 = 0.747,4-17-57-4 = 1.0,5-25-58-49-37-7 = 0.048,5-25-49-19-37-7 = 0.337,4-45-20-44-43-4 = 0.53,4-12-9-58-51-4 = 0.289,4-51-46-43-4 = 0.325,4-45-20-40-23-8 = 0.47,4-41-50-16-5 = 1.0,4-9-10-44-43-4 = 0.096,4-44-51-43-14-5 = 0.048,,,,,,,,
262,260,732.904,9.316,0.008,0.051,263,264,4-22-4 = 1.0,5-38-5 = 0.43,8-39-8 = 0.351,5-42-5 = 1.0,7-31-52-29-19-7 = 0.114,7-31-52-29-19-8 = 0.386,7-31-52-37-7 = 0.114,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.728,8-53-27-8 = 1.0,8-40-28-15-4 = 0.211,7-52-29-37-7 = 0.386,7-31-21-26-36-7 = 0.272,8-33-23-39-8 = 0.526,8-33-39-8 = 0.123,8-33-40-11-8 = 0.316,8-12-47-11-8 = 0.684,7-31-29-19-37-7 = 0.114,5-35-56-14-5 = 0.43,5-18-54-34-13-5 = 0.93,5-32-55-14-5 = 0.43,5-35-38-5 = 0.57,5-56-55-32-5 = 0.57,5-18-54-13-14-5 = 0.07,5-25-9-10-58-4 = 0.263,5-25-9-58-46-4 = 0.333,5-25-9-58-15-4 = 0.018,5-34-58-10-46-4 = 0.053,5-34-58-51-28-4 = 0.018,8-49-10-46-47-4 = 0.316,8-49-10-51-44-4 = 0.298,4-28-15-4 = 0.772,4-17-57-4 = 1.0,5-25-49-19-37-7 = 0.386,4-45-20-44-43-4 = 0.561,4-12-9-58-51-4 = 0.316,4-51-46-43-4 = 0.298,4-45-20-40-23-8 = 0.439,4-41-50-16-5 = 1.0,8-33-40-23-8 = 0.035,4-9-10-44-43-4 = 0.07,4-44-51-43-14-5 = 0.07,,,,,,,,
264,262,733.469,9.472,0.565,0.156,265,266,4-22-4 = 1.0,5-38-5 = 0.361,8-39-8 = 0.389,5-42-5 = 1.0,7-31-52-29-19-7 = 0.167,7-31-52-29-19-8 = 0.333,7-31-52-37-7 = 0.167,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.833,8-53-27-8 = 1.0,8-40-28-15-4 = 0.083,7-52-29-37-7 = 0.333,7-31-21-26-36-7 = 0.167,8-33-23-39-8 = 0.472,8-33-39-8 = 0.139,8-33-40-11-8 = 0.389,8-12-44-28-4 = 0.111,8-12-47-11-8 = 0.611,7-31-29-19-37-7 = 0.167,5-35-56-14-5 = 0.389,5-18-54-34-13-5 = 0.861,5-32-55-14-5 = 0.389,5-38-50-16-5 = 0.014,5-38-41-57-4 = 0.014,5-35-38-5 = 0.611,5-56-55-32-5 = 0.611,5-18-54-13-14-5 = 0.056,5-54-34-13-14-5 = 0.083,5-18-25-58-14-5 = 0.083,5-25-9-58-46-4 = 0.417,5-25-9-58-15-4 = 0.167,5-34-58-51-28-4 = 0.056,8-49-10-46-47-4 = 0.389,8-49-10-51-44-4 = 0.278,4-28-15-4 = 0.736,4-17-57-4 = 0.986,4-17-15-28-4 = 0.014,5-25-49-19-37-7 = 0.333,4-45-20-44-43-4 = 0.472,4-12-9-58-51-4 = 0.278,4-51-46-43-4 = 0.194,4-10-51-43-4 = 0.194,4-45-20-40-23-8 = 0.528,4-41-50-16-5 = 0.986,4-9-10-44-43-4 = 0.139,,,,,
266,264,736.31,0,2.841,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.312,8-39-8 = 0.625,5-42-5 = 1.0,7-36-26-7 = 0.25,7-31-52-29-19-8 = 0.5,7-48-24-30-7 = 1.0,7-21-58-51-44-4 = 0.125,7-21-26-36-7 = 0.25,8-53-27-8 = 1.0,7-52-29-37-7 = 0.5,7-31-21-26-36-7 = 0.5,8-33-23-11-8 = 0.062,8-33-23-39-8 = 0.375,8-33-40-11-8 = 0.438,8-12-44-28-4 = 0.187,8-12-47-11-8 = 0.5,8-45-20-40-23-8 = 0.25,5-35-56-21-7 = 0.125,5-35-56-14-5 = 0.438,5-18-54-34-13-5 = 1.0,5-32-55-14-5 = 0.562,5-38-50-16-5 = 0.125,5-38-41-57-4 = 0.125,5-35-38-5 = 0.438,5-56-55-32-5 = 0.438,5-25-9-10-47-4 = 0.125,8-49-10-46-47-4 = 0.375,8-49-10-51-44-4 = 0.125,4-28-15-4 = 0.688,4-17-57-4 = 0.875,4-17-15-28-4 = 0.125,5-25-49-19-37-7 = 0.5,4-45-20-44-43-4 = 0.562,4-12-9-58-51-4 = 0.313,4-51-46-43-4 = 0.063,4-10-51-43-4 = 0.375,4-45-20-40-23-8 = 0.187,4-41-50-16-5 = 0.875,4-25-9-58-46-4 = 0.375,8-33-40-23-8 = 0.125,4-9-58-46-15-4 = 0.187,,,,,,,,
265,264,733.75,8.857,0.282,-0.615,267,268,4-22-4 = 1.0,5-38-5 = 0.243,8-39-8 = 0.286,5-42-5 = 1.0,7-36-26-7 = 0.114,7-31-52-29-19-7 = 0.329,7-31-52-29-19-8 = 0.171,7-31-52-37-7 = 0.214,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.814,7-21-49-19-37-7 = 0.114,8-53-27-8 = 1.0,7-52-29-37-7 = 0.286,7-31-21-26-36-7 = 0.071,8-33-23-39-8 = 0.286,8-33-39-8 = 0.429,8-33-40-11-8 = 0.286,8-12-44-28-4 = 0.171,8-12-47-11-8 = 0.714,8-12-9-10-49-4 = 0.086,7-31-29-19-37-7 = 0.214,5-35-56-14-5 = 0.243,5-18-54-34-13-5 = 0.657,5-32-55-14-5 = 0.243,5-35-38-5 = 0.757,5-56-55-32-5 = 0.757,5-18-54-13-14-5 = 0.171,5-54-34-13-14-5 = 0.171,5-18-25-58-14-5 = 0.171,5-25-9-58-46-4 = 0.314,5-25-9-58-15-4 = 0.343,5-34-58-51-28-4 = 0.171,8-49-10-46-47-4 = 0.286,8-49-10-51-44-4 = 0.343,4-28-15-4 = 0.657,4-17-57-4 = 1.0,4-20-51-43-4 = 0.029,5-25-49-19-37-7 = 0.171,4-45-20-44-43-4 = 0.257,4-51-46-43-4 = 0.4,4-10-51-43-4 = 0.057,4-45-20-40-23-8 = 0.714,4-41-50-16-5 = 1.0,4-45-12-9-43-4 = 0.029,4-9-10-44-43-4 = 0.229,,,,,
268,265,736.656,0,2.906,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.312,5-42-5 = 1.0,7-36-26-7 = 0.312,7-31-52-29-19-8 = 0.312,7-48-37-7 = 0.312,7-24-30-7 = 0.312,7-48-24-30-7 = 0.688,8-53-27-8 = 1.0,7-52-29-37-7 = 0.688,7-31-21-26-36-7 = 0.688,8-33-23-39-8 = 0.375,8-33-39-8 = 0.625,8-12-44-28-4 = 0.375,8-12-47-11-8 = 0.5,5-35-56-21-7 = 0.312,5-18-54-34-13-5 = 0.812,5-32-55-14-5 = 0.312,5-35-38-5 = 0.688,5-56-55-32-5 = 0.688,5-54-34-13-14-5 = 0.188,5-25-58-51-14-5 = 0.5,5-25-9-58-46-4 = 0.125,5-25-9-58-15-4 = 0.375,5-18-9-10-49-19-4 = 0.188,8-49-10-46-47-4 = 0.375,8-49-10-51-44-4 = 0.063,4-15-28-4 = 0.625,4-17-57-4 = 1.0,4-45-20-44-43-4 = 0.375,4-51-46-43-4 = 0.375,8-9-10-46-47-4 = 0.125,4-10-51-43-4 = 0.062,8-40-49-19-11-8 = 0.375,4-45-20-40-23-8 = 0.625,4-41-50-16-5 = 1.0,4-9-10-44-43-4 = 0.188,8-12-19-11-8 = 0.125,,,,,,,,,,,,
267,265,733.932,9.471,0.182,0.613,269,270,4-22-4 = 1.0,5-38-5 = 0.216,8-39-8 = 0.235,5-42-5 = 1.0,7-36-26-7 = 0.461,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.039,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.118,7-21-49-19-37-7 = 0.461,8-53-27-8 = 1.0,7-52-29-37-7 = 0.461,7-31-21-26-36-7 = 0.422,8-33-23-39-8 = 0.235,8-33-39-8 = 0.529,8-33-40-11-8 = 0.235,8-12-44-28-4 = 0.235,8-12-47-11-8 = 0.765,7-31-29-19-37-7 = 0.039,5-35-56-14-5 = 0.314,5-18-54-34-13-5 = 0.784,5-32-55-14-5 = 0.314,5-38-50-16-5 = 0.049,5-38-41-57-4 = 0.049,5-35-38-5 = 0.686,5-56-55-32-5 = 0.686,5-18-54-13-14-5 = 0.059,5-54-34-13-14-5 = 0.157,5-25-9-10-47-4 = 0.059,5-18-25-58-14-5 = 0.157,5-25-9-58-46-4 = 0.48,5-25-9-58-15-4 = 0.294,5-34-58-51-28-4 = 0.059,8-49-10-46-47-4 = 0.176,8-49-10-51-44-4 = 0.353,4-15-28-4 = 0.657,4-17-57-4 = 0.951,4-17-15-28-4 = 0.049,4-45-20-44-43-4 = 0.245,4-51-46-43-4 = 0.343,4-10-51-43-4 = 0.245,5-25-58-49-40-23-8 = 0.01,4-45-20-40-23-8 = 0.755,4-41-50-16-5 = 0.951,4-9-10-44-43-4 = 0.167,,,,,
270,267,736.367,0,2.435,0,Prune by CG,,4-22-4 = 1.0,8-33-8 = 0.168,8-39-8 = 0.567,5-42-5 = 1.0,7-36-26-7 = 0.142,7-31-52-29-19-7 = 0.284,7-31-52-37-7 = 0.142,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.858,7-21-49-19-37-7 = 0.142,8-53-27-8 = 1.0,7-52-29-37-7 = 0.142,8-33-23-39-8 = 0.399,8-33-39-8 = 0.034,8-33-40-11-8 = 0.399,8-12-44-28-4 = 0.142,8-12-47-11-8 = 0.601,8-12-9-10-49-4 = 0.257,7-31-29-19-37-7 = 0.142,7-31-52-29-14-5 = 0.433,5-18-54-34-13-5 = 0.392,5-35-38-5 = 1.0,5-56-55-32-5 = 1.0,5-18-54-58-13-5 = 0.216,5-18-54-13-14-5 = 0.216,5-25-9-10-47-4 = 0.399,5-18-54-58-14-5 = 0.175,5-25-9-51-44-4 = 0.168,5-34-58-46-15-4 = 0.313,5-34-58-51-28-4 = 0.119,5-34-58-46-13-14-5 = 0.175,8-49-10-51-44-4 = 0.168,4-28-15-4 = 0.687,4-17-57-4 = 1.0,5-25-49-19-37-7 = 0.433,4-45-20-28-4 = 0.052,4-45-20-44-43-4 = 0.347,4-51-46-43-4 = 0.511,4-45-20-40-23-8 = 0.601,4-41-50-16-5 = 1.0,4-9-10-44-43-4 = 0.142,8-9-10-51-44-4 = 0.034,,,,,,,,
269,267,733.966,8.083,0.034,-1.387,271,272,4-22-4 = 1.0,5-38-5 = 0.333,5-42-5 = 1.0,7-36-26-7 = 0.417,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.083,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.25,7-21-49-19-37-7 = 0.417,8-53-27-8 = 1.0,8-40-28-15-4 = 0.25,7-52-29-37-7 = 0.417,7-31-21-26-36-7 = 0.333,8-33-23-39-8 = 0.25,8-33-39-8 = 0.75,8-12-47-11-8 = 1.0,7-31-29-19-37-7 = 0.083,5-35-56-14-5 = 0.417,5-18-54-34-13-5 = 0.917,5-32-55-14-5 = 0.417,5-38-50-16-5 = 0.042,5-38-41-57-4 = 0.042,5-35-38-5 = 0.583,5-56-55-32-5 = 0.583,5-54-34-13-14-5 = 0.083,5-18-25-58-14-5 = 0.083,5-25-9-58-46-4 = 0.833,8-49-10-51-44-4 = 0.5,4-28-15-4 = 0.708,4-17-57-4 = 0.958,4-17-15-28-4 = 0.042,4-45-20-44-43-4 = 0.333,4-51-46-43-4 = 0.167,4-10-51-43-4 = 0.333,5-25-58-49-40-23-8 = 0.083,4-45-20-40-23-8 = 0.667,4-41-50-16-5 = 0.958,4-9-10-44-43-4 = 0.167,,,,,,,,,,,,
272,269,735.95,0,1.984,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.5,5-42-5 = 1.0,7-36-26-7 = 0.333,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.167,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.5,7-21-49-19-37-7 = 0.333,8-53-27-8 = 1.0,8-40-28-15-4 = 0.333,7-52-29-37-7 = 0.333,7-31-21-26-36-7 = 0.167,8-33-23-39-8 = 0.333,8-33-39-8 = 0.667,8-12-44-28-4 = 0.333,8-12-47-11-8 = 0.333,7-31-29-19-37-7 = 0.167,5-35-56-14-5 = 0.5,5-18-54-34-13-5 = 1.0,5-32-55-14-5 = 0.5,5-35-38-5 = 0.5,5-25-58-28-4 = 0.333,5-56-55-32-5 = 0.5,5-25-9-58-15-4 = 0.667,8-49-10-46-47-4 = 0.333,8-49-10-51-44-4 = 0.333,4-17-57-4 = 1.0,4-51-46-43-4 = 0.667,4-45-20-40-23-8 = 0.667,4-41-50-16-5 = 1.0,4-12-47-11-8 = 0.333,4-45-20-11-8 = 0.333,4-9-10-44-43-4 = 0.333,,,,,,,,,,,,,,,,
271,269,734.198,8.417,0.231,0.333,273,274,4-22-4 = 1.0,8-39-8 = 0.292,5-42-5 = 1.0,7-36-26-7 = 0.375,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.125,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.375,7-21-49-19-37-7 = 0.375,8-53-27-8 = 1.0,7-52-29-37-7 = 0.375,7-31-21-26-36-7 = 0.25,8-33-23-39-8 = 0.083,8-33-39-8 = 0.583,8-33-40-11-8 = 0.083,8-40-23-39-8 = 0.042,8-12-47-11-8 = 0.917,7-31-29-19-37-7 = 0.125,5-35-56-14-5 = 0.25,5-18-54-34-13-5 = 0.75,5-32-55-14-5 = 0.25,5-38-50-16-5 = 0.125,5-38-41-57-4 = 0.125,5-35-38-5 = 0.75,5-56-55-32-5 = 0.75,5-54-34-13-14-5 = 0.25,5-18-25-58-14-5 = 0.25,5-25-9-58-46-4 = 0.75,8-49-10-46-47-4 = 0.083,8-49-10-51-44-4 = 0.542,4-28-15-4 = 0.875,4-17-57-4 = 0.875,4-17-15-28-4 = 0.125,4-20-51-43-4 = 0.083,4-45-20-44-43-4 = 0.292,4-51-46-43-4 = 0.167,4-10-51-43-4 = 0.208,4-45-20-40-23-8 = 0.625,4-41-50-16-5 = 0.875,4-45-12-9-43-4 = 0.083,8-33-40-23-8 = 0.25,4-9-10-44-43-4 = 0.167,,,,,,,,
273,271,736.1,0,1.903,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.5,5-42-5 = 1.0,7-36-26-7 = 0.25,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.25,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.75,7-21-49-19-37-7 = 0.25,8-53-27-8 = 1.0,7-52-29-37-7 = 0.25,8-33-23-39-8 = 0.062,8-33-39-8 = 0.5,8-33-40-11-8 = 0.062,8-40-23-39-8 = 0.438,8-12-47-11-8 = 0.5,7-31-29-19-37-7 = 0.25,5-35-56-14-5 = 0.5,5-18-54-34-13-5 = 1.0,5-32-55-14-5 = 0.5,5-35-38-5 = 0.5,5-56-55-32-5 = 0.5,5-25-9-58-46-4 = 0.75,5-25-9-58-15-4 = 0.125,8-49-10-46-47-4 = 0.062,8-49-10-51-44-4 = 0.5,4-15-57-4 = 0.438,4-17-57-4 = 0.562,4-17-15-28-4 = 0.438,4-45-20-28-4 = 0.562,4-45-20-44-43-4 = 0.438,4-51-46-43-4 = 0.188,4-10-51-43-4 = 0.312,5-25-58-49-40-23-8 = 0.125,4-41-50-16-5 = 1.0,4-12-47-11-8 = 0.438,4-12-9-10-49-4 = 0.062,8-33-40-23-8 = 0.375,4-9-10-44-43-4 = 0.062,,,,,,,,,,,
274,271,734.776,8.643,0.579,0.226,275,276,4-22-4 = 1.0,8-33-8 = 0.071,8-39-8 = 0.143,5-42-5 = 1.0,7-36-26-7 = 0.357,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.143,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.429,7-21-49-19-37-7 = 0.357,8-53-27-8 = 1.0,7-52-29-37-7 = 0.357,7-31-21-26-36-7 = 0.214,8-33-23-39-8 = 0.071,8-33-39-8 = 0.786,8-33-40-11-8 = 0.071,8-12-47-11-8 = 0.857,7-31-29-19-37-7 = 0.143,8-45-20-11-8 = 0.071,8-45-20-40-23-8 = 0.429,5-35-56-14-5 = 0.214,5-18-54-34-13-5 = 0.643,5-32-55-14-5 = 0.214,5-38-50-16-5 = 0.107,5-38-41-57-4 = 0.107,5-35-38-5 = 0.786,5-56-55-32-5 = 0.786,5-54-34-13-14-5 = 0.357,5-18-25-58-49-47-4 = 0.143,5-18-25-58-14-5 = 0.214,5-25-9-58-46-4 = 0.643,8-49-10-51-44-4 = 0.5,4-15-28-4 = 0.893,4-17-57-4 = 0.893,4-17-15-28-4 = 0.107,4-12-44-43-4 = 0.143,4-51-46-43-4 = 0.357,4-10-51-43-4 = 0.143,4-45-20-40-23-8 = 0.5,4-41-50-16-5 = 0.893,4-9-10-44-43-4 = 0.357,,,,,,,,,
275,274,737.842,0,3.066,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.227,5-42-5 = 1.0,7-36-26-7 = 0.227,7-31-52-29-19-7 = 0.455,7-31-52-37-7 = 0.227,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.773,7-21-49-19-37-7 = 0.227,8-53-27-8 = 1.0,7-52-29-37-7 = 0.227,8-33-39-8 = 1.0,8-12-47-11-8 = 1.0,7-31-29-19-37-7 = 0.227,7-31-52-29-14-5 = 0.091,8-45-20-40-23-8 = 0.682,5-35-56-14-5 = 0.409,5-18-54-34-13-5 = 1.0,5-32-55-14-5 = 0.409,5-38-50-16-5 = 0.091,5-38-41-57-4 = 0.091,5-35-38-5 = 0.591,5-56-55-32-5 = 0.591,5-25-58-51-14-5 = 0.091,5-25-9-58-46-4 = 0.455,5-25-58-49-46-4 = 0.455,8-49-51-44-15-4 = 0.227,4-15-28-4 = 0.682,4-17-57-4 = 0.909,4-17-15-28-4 = 0.091,8-49-46-19-37-7 = 0.091,4-10-51-43-4 = 0.455,4-44-51-28-4 = 0.227,4-45-20-40-23-8 = 0.318,4-41-50-16-5 = 0.909,4-9-10-44-43-4 = 0.545,,,,,,,,,,,,,,
276,274,736.769,0,1.993,0,Prune by CG,,4-22-4 = 1.0,8-39-8 = 0.438,5-42-5 = 1.0,7-36-26-7 = 0.25,7-31-52-29-19-7 = 0.5,7-31-52-37-7 = 0.25,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.75,7-21-49-19-37-7 = 0.25,8-53-27-8 = 1.0,7-52-29-37-7 = 0.25,8-33-23-39-8 = 0.438,8-33-39-8 = 0.125,8-33-40-11-8 = 0.438,8-12-47-11-8 = 0.125,7-31-29-19-37-7 = 0.25,5-35-56-14-5 = 0.25,5-18-54-34-13-5 = 0.75,5-32-55-14-5 = 0.25,5-38-50-16-5 = 0.125,5-38-41-57-4 = 0.125,5-35-38-5 = 0.75,5-56-55-32-5 = 0.75,5-54-34-13-14-5 = 0.25,5-18-25-58-14-5 = 0.25,5-25-9-58-51-4 = 0.75,8-49-10-46-47-4 = 0.625,8-49-10-51-44-4 = 0.125,4-15-28-4 = 0.875,4-17-57-4 = 0.875,4-17-15-28-4 = 0.125,4-12-44-43-4 = 0.875,4-51-46-43-4 = 0.125,8-9-10-46-47-4 = 0.25,4-45-20-40-23-8 = 0.562,4-41-50-16-5 = 0.875,4-45-20-11-8 = 0.438,,,,,,,,,,,,,
247,245,733.511,10,0.449,2.474,277,278,4-22-4 = 1.0,5-38-5 = 0.5,5-42-5 = 1.0,7-31-52-29-19-8 = 0.5,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.5,8-53-27-8 = 1.0,7-52-29-37-7 = 0.5,7-31-21-26-36-7 = 0.5,8-33-23-39-8 = 0.5,8-33-39-8 = 0.5,8-12-44-43-4 = 0.5,8-12-47-11-8 = 0.5,8-40-44-51-43-4 = 0.5,5-35-56-14-5 = 0.5,5-18-54-34-13-5 = 1.0,5-32-55-14-5 = 0.5,5-35-38-5 = 0.5,5-56-55-32-5 = 0.5,5-25-9-46-47-8 = 0.5,8-49-10-58-46-4 = 0.5,8-49-10-58-51-4 = 0.5,4-28-15-4 = 1.0,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.5,4-45-20-40-23-8 = 0.5,4-41-50-16-5 = 1.0,4-45-20-11-8 = 0.5,,,,,,,,,,,,,,,,,,,,,,
278,247,734.089,5.8,0.578,-4.2,279,280,4-22-4 = 1.0,8-33-8 = 0.225,8-39-8 = 0.275,5-42-5 = 1.0,7-31-52-29-19-8 = 0.313,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.688,8-53-27-8 = 1.0,7-52-29-37-7 = 0.312,7-31-21-26-36-7 = 0.312,8-33-23-39-8 = 0.187,8-33-39-8 = 0.538,8-33-40-11-8 = 0.05,8-12-44-43-4 = 0.05,8-12-47-11-8 = 0.95,8-40-44-51-43-4 = 0.137,8-25-58-28-4 = 0.012,7-31-52-29-14-5 = 0.375,5-18-54-34-13-5 = 0.375,5-35-38-5 = 1.0,5-56-55-32-5 = 1.0,5-18-54-13-14-5 = 0.388,5-18-25-9-51-4 = 0.238,5-54-34-13-14-5 = 0.238,5-25-9-46-47-8 = 0.05,5-25-9-10-49-8 = 0.012,5-34-51-44-43-4 = 0.388,8-49-10-58-46-4 = 0.95,8-49-10-58-15-4 = 0.025,8-49-58-51-28-4 = 0.013,4-15-28-4 = 0.975,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.688,4-45-20-44-43-4 = 0.187,4-44-51-43-4 = 0.225,4-45-20-40-23-8 = 0.813,4-41-50-16-5 = 1.0,4-9-10-44-43-4 = 0.013,,,,,,,,,,,,
279,278,735.165,0,1.077,0,Prune by CG,,4-22-4 = 1.0,8-39-8 = 0.25,5-42-5 = 1.0,7-31-52-29-19-8 = 0.5,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.5,8-53-27-8 = 1.0,7-52-29-37-7 = 0.5,7-31-21-26-36-7 = 0.5,8-33-39-8 = 0.625,8-40-23-39-8 = 0.125,8-12-47-11-8 = 1.0,5-18-54-34-13-5 = 0.125,5-35-38-5 = 1.0,5-56-55-32-5 = 1.0,5-18-54-13-14-5 = 0.125,5-18-25-9-51-4 = 0.5,5-54-34-13-14-5 = 0.625,5-18-54-34-14-5 = 0.125,8-49-10-58-46-4 = 1.0,4-15-28-4 = 1.0,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.5,4-45-20-44-43-4 = 0.5,4-44-51-43-4 = 0.5,4-45-20-40-23-8 = 0.5,4-41-50-16-5 = 1.0,8-33-40-23-8 = 0.375,5-18-34-13-14-5 = 0.125,,,,,,,,,,,,,,,,,,,,,
280,278,734.255,6.5,0.167,0.7,281,282,4-22-4 = 1.0,8-33-8 = 0.25,8-39-8 = 0.25,5-42-5 = 1.0,7-31-52-29-19-8 = 0.25,7-48-24-30-7 = 1.0,7-21-26-36-7 = 0.75,8-53-27-8 = 1.0,7-52-29-37-7 = 0.25,7-31-21-26-36-7 = 0.25,8-33-23-39-8 = 0.25,8-33-39-8 = 0.5,8-12-44-43-4 = 0.25,8-12-47-11-8 = 0.75,8-40-44-51-43-4 = 0.25,7-31-52-29-14-5 = 0.5,5-18-54-34-13-5 = 0.5,5-35-38-5 = 1.0,5-56-55-32-5 = 1.0,5-18-54-13-14-5 = 0.5,5-25-9-46-47-8 = 0.25,5-34-51-44-43-4 = 0.5,8-49-10-58-46-4 = 0.75,8-49-10-58-51-4 = 0.25,4-15-28-4 = 1.0,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.75,4-45-20-40-23-8 = 0.75,4-41-50-16-5 = 1.0,4-45-20-11-8 = 0.25,,,,,,,,,,,,,,,,,,,,
281,280,735.712,0,1.456,0,Prune by CG,,4-22-4 = 1.0,8-33-8 = 0.083,8-39-8 = 0.083,5-42-5 = 1.0,7-31-52-29-19-7 = 0.333,7-31-52-37-7 = 0.333,7-48-24-30-7 = 1.0,7-21-26-36-7 = 1.0,8-53-27-8 = 1.0,7-52-29-37-7 = 0.333,7-31-29-19-11-8 = 0.333,8-33-23-39-8 = 0.333,8-33-39-8 = 0.583,8-12-44-43-4 = 0.667,8-12-47-11-8 = 0.333,8-40-44-51-43-4 = 0.333,5-18-54-34-13-5 = 0.25,5-35-38-5 = 1.0,5-56-55-32-5 = 1.0,5-18-54-13-14-5 = 0.25,5-54-34-13-14-5 = 0.25,5-25-9-46-47-8 = 0.667,5-18-54-34-14-5 = 0.25,8-49-10-58-46-4 = 0.333,8-49-10-58-51-4 = 0.667,4-15-28-4 = 1.0,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.333,4-45-20-40-23-8 = 0.667,4-41-50-16-5 = 1.0,4-45-20-11-8 = 0.333,5-18-34-13-14-5 = 0.25,,,,,,,,,,,,,,,,,,
282,280,736.591,0,2.336,0,Prune by CG,,4-22-4 = 1.0,5-38-5 = 0.25,5-42-5 = 1.0,7-31-52-29-19-8 = 0.25,7-48-37-7 = 0.25,7-24-30-7 = 0.25,7-21-52-29-5 = 0.25,7-48-24-30-7 = 0.75,7-21-26-36-7 = 0.5,8-53-27-8 = 1.0,7-31-21-26-36-7 = 0.25,8-33-23-39-8 = 0.25,8-33-39-8 = 0.75,8-12-44-43-4 = 0.25,8-12-47-11-8 = 0.75,8-40-44-51-43-4 = 0.25,7-31-52-29-14-5 = 0.5,5-18-54-34-13-5 = 0.5,5-35-38-5 = 0.75,5-56-55-32-5 = 1.0,5-18-54-13-14-5 = 0.5,5-25-9-46-47-8 = 0.25,5-34-51-44-43-4 = 0.5,8-49-10-58-46-4 = 0.75,8-49-10-58-51-4 = 0.25,4-15-28-4 = 1.0,4-17-57-4 = 1.0,5-25-9-19-37-7 = 0.75,4-45-20-40-23-8 = 0.75,4-41-50-16-5 = 1.0,4-45-20-11-8 = 0.25,5-35-36-26-7 = 0.25,,,,,,,,,,,,,,,,,,
